Chartmetric ID,Artista,País,Pronombres,Solista/Grupo,Etiquetas Asociadas,Géneros,Etapa de la carrera,Momentum Reciente,Seguidores en Spotify,Oyentes mensuales en Spotify,Tasa de conversión en Spotify,Popularidad en Spotify,Alcance de playlists en Spotify,Conteo de las playlists en Spotify
71964,Lara Taylor,España,She/Her,Grupo,"Urbn., Lara Taylor, 4live Music","Latin Hip-Hop/Rap, R&B/Soul, Latin Dance, Latin",Developing,Steady,5089.0,10339.0,0.492214,18.0,94429.0,1081.0
1365557,Elenitakatá,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Alternative, Singer/Songwriter, Latin",Developing,Growth,4228.0,10222.0,0.413618,17.0,38852.0,1586.0
121723,Joana Serrat,España,She/Her,Artistas solistas,Great Canyon Records,"Rock, Country, Alternative",Developing,Growth,12338.0,10102.0,1.221342,21.0,361440.0,2109.0
779651,La Muñeka,España,She/Her,Artistas solistas,"LoMasMusical, La Muñeka","Latin Hip-Hop/Rap, Reggae, Electronic, Latin",Developing,Steady,5620.0,10085.0,0.557263,17.0,572407.0,1925.0
1409927,Antonia,España,She/Her,Artistas solistas,Krisgavy Ediciones Musicales,"Pop, Salsa, Flamenco",Developing,Steady,3176.0,9773.0,0.324977,15.0,50761.0,624.0
1184665,Evi Goffin,España,She/Her,Artistas solistas,Kein/Beat,"Pop, Dance, Trance",Developing,Growth,899.0,9771.0,0.092007,16.0,45393.0,45.0
792107,Balkan Bomba,España,She/Her,Artistas solistas,Balkan Bomba,"Alternative, Punk, Alternative Rock",Developing,Growth,4250.0,9672.0,0.439413,17.0,70885.0,960.0
4496268,Anton Blanco,España,She/Her,Artistas solistas,Barrock Music S.L.,"Latin Pop, Flamenco, Latin",Developing,Growth,1462.0,9594.0,0.152387,16.0,6654.0,752.0
1749886,Ambizius,España,She/Her,Artistas solistas,"Madrip, Amb Music","Latin Pop, R&B/Soul, Latin Hip-Hop/Rap, Latin",Developing,Growth,2573.0,9578.0,0.268636,17.0,1333629.0,212.0
152141,Cris Méndez,España,She/Her,Artistas solistas,El Agujero Récords,"Pop, Rock, Alternative",Developing,Growth,901.0,9462.0,0.095223,13.0,385095.0,481.0
8776422,Vera Noor,España,She/Her,Artistas solistas,UMG (Virgin Music),"Latin Pop, Jazz, Latin",Developing,Steady,943.0,9458.0,0.099704,16.0,438120.0,242.0
658800,La Blondie,España,She/Her,Artistas solistas,Krik Music Group,Hip-Hop/Rap,Developing,Decline,7744.0,9420.0,0.822081,14.0,336713.0,2428.0
3857243,Carlota Urdiales,España,She/Her,Artistas solistas,"Carlota Urdiales, Random Sounds",R&B/Soul,Developing,Growth,4191.0,9372.0,0.447183,30.0,1013995.0,6719.0
834202,Srta. Trueno Negro,España,She/Her,Artistas solistas,"GRABACIONES BONICAS, Casa Maracas","Pop, Rock, Alternative",Developing,Steady,2500.0,9282.0,0.269339,14.0,67594.0,765.0
4055642,Paula Espinosa,España,She/Her,Artistas solistas,Paula Espinosa,"Latin Pop, Vocal, Singer/Songwriter, Latin",Developing,Steady,6985.0,9272.0,0.753343,15.0,28385.0,724.0
608232,RRUCCULLA,España,She/Her,Artistas solistas,Lapsus,"Electronic, Jazz, Alternative",Developing,Steady,1996.0,9191.0,0.217169,13.0,81664.0,416.0
3424885,Aina Da Silva,España,She/Her,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin Dance, Latin, Electronic",Developing,Growth,1241.0,9002.0,0.137858,20.0,118013.0,230.0
1427590,airu,España,She/Her,Grupo,Oso Polita Records,"Pop, Alternative, Indie Rock",Developing,Steady,2132.0,8871.0,0.240334,18.0,48148.0,840.0
3833332,Alana Sinkëy,España,She/Her,Artistas solistas,Unknown Association,"Dance, Electronic, House",Developing,Growth,3450.0,8843.0,0.390139,16.0,12362.0,194.0
508925,Marinah,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Developing,Steady,3992.0,8787.0,0.454307,15.0,457532.0,1256.0
293576,La Niña de los Peines,España,She/Her,Artistas solistas,Death Is Not the End,"Flamenco, Latin",Developing,Growth,10771.0,8745.0,1.231675,24.0,117552.0,1201.0
572364,Nova Caeli,España,She/Her,Grupo,Nova Caeli,"R&B/Soul, Dance, Pop",Developing,Steady,731.0,8679.0,0.084226,14.0,236869.0,872.0
7983924,Isa Izquierdo,España,She/Her,Artistas solistas,La Cupula Music,"Reggae, Pop, R&B/Soul",Developing,Explosive Growth,748.0,8030.0,0.093151,15.0,7165.0,79.0
19961,Ana Laan,España,She/Her,Artistas solistas,Unknown Association,"Pop, Electronic, Singer/Songwriter",Developing,Steady,3584.0,8014.0,0.447217,11.0,153718.0,1237.0
3937802,Kike con más,España,She/Her,Artistas solistas,Nube Drama,"Latin Pop, Alternative, Indie Pop, Latin",Developing,Steady,1740.0,7963.0,0.218511,14.0,45967.0,1931.0
913906,Agatha Pher,España,She/Her,Artistas solistas,Katermukke,"House, Electronic, Techno",Developing,Steady,2222.0,7946.0,0.279638,13.0,139982.0,1441.0
172702,Laura Durand,España,She/Her,Artistas solistas,Kiva Music,"Latin Pop, Electronic, Singer/Songwriter, Latin",Developing,Steady,7273.0,7939.0,0.91611,14.0,165415.0,1023.0
175355,Jia Miles,España,She/Her,Artistas solistas,"uVeKa Music, Jia Miles","Latin Pop, House, Latin Dance, Latin",Developing,Steady,2549.0,7919.0,0.321884,15.0,260639.0,592.0
718789,Sandro Jeeawock,España,She/Her,Artistas solistas,Independiente,"Hip-Hop/Rap, Pop, Electronic",Developing,Steady,557.0,7834.0,0.0711,14.0,84657.0,2005.0
4070645,Megami,España,She/Her,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Latin Pop, Latin, Electronic",Developing,Steady,407.0,7729.0,0.052659,11.0,113823.0,354.0
422790,Belen Arjona,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Rock, New Age, Latin",Developing,Growth,10171.0,7720.0,1.317487,13.0,200799.0,1108.0
655997,Brisa Fenoy,España,She/Her,Artistas solistas,Brisa Fenoy,"Latin Pop, Electronic, Latin Hip-Hop/Rap, Latin",Developing,Steady,12406.0,7692.0,1.612845,20.0,279583.0,1115.0
5075032,Fitasha,España,She/Her,Artistas solistas,Fitasha,"R&B/Soul, Alternative, Indie Pop",Developing,Growth,1942.0,7687.0,0.252634,16.0,888117.0,471.0
1107507,Lis Sarroca,España,She/Her,Artistas solistas,Shall Not Fade,"Dance, Electronic, House",Developing,Steady,2857.0,7595.0,0.376169,12.0,412489.0,3697.0
4059686,Slow,España,She/Her,Artistas solistas,Slow,"Hip-Hop/Rap, Pop, Rock",Developing,Growth,1178.0,7437.0,0.158397,13.0,95870.0,1163.0
1176260,Paradoxus Luporum,España,She/Her,Artistas solistas,Paradoxus Luporum,"Pop, Hip-Hop/Rap, Rock",Developing,Growth,7246.0,7413.0,0.977472,19.0,66404.0,518.0
792273,Rocío Ojuelos,España,She/Her,Artistas solistas,La Cupula Music,"Latin Pop, Alternative, Singer/Songwriter, Latin",Developing,Growth,5668.0,7395.0,0.766464,42.0,791049.0,781.0
4240920,Nicole Wallace,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Mainstream,Steady,14906.0,7288.0,2.04528,15.0,78918.0,449.0
1455528,Talulah Ruby,España,She/Her,Artistas solistas,Hyperdrive,"R&B/Soul, Jazz, Alternative",Developing,Steady,1284.0,7213.0,0.178012,12.0,115481.0,458.0
505104,Virginia Maestro,España,She/Her,Artistas solistas,Nosotros,"Pop, Jazz, Rock",Developing,Steady,4509.0,7152.0,0.630453,17.0,30663.0,346.0
5105072,Gabby Villanueva,España,She/Her,Artistas solistas,Distrokid,"Latin Pop, Singer/Songwriter, Latin Folk, Latin",Developing,Explosive Growth,1197.0,7098.0,0.168639,15.0,10520.0,123.0
3720795,Viviana Casanova,España,She/Her,Artistas solistas,"Sola, Vassnova","House, Dance, Techno",Developing,Steady,6949.0,7094.0,0.97956,15.0,324060.0,1079.0
1236893,Tongo,España,She/Her,Artistas solistas,"Entrebotones, S.L.","Reggae, Alternative, Latin",Developing,Growth,2989.0,6983.0,0.42804,12.0,116312.0,1318.0
4327382,Carmesí,España,She/Her,Artistas solistas,"SME (Sony Music Entertainment), Son Buenos","Pop, Hip-Hop/Rap, Alternative",Developing,Steady,1229.0,6930.0,0.177345,16.0,826366.0,153.0
833115,Lara Alcázar,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Developing,Growth,844.0,6922.0,0.12193,18.0,33636.0,1071.0
435500,Belén Moreno,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Developing,Growth,11362.0,6914.0,1.643332,14.0,156131.0,468.0
279432,Cora Novoa,España,She/Her,Artistas solistas,"Turbo Recordings, Citizen Records","Electronic, Techno, Rock",Developing,Growth,7503.0,6650.0,1.128271,12.0,179302.0,1768.0
350221,María Salgado,España,She/Her,Artistas solistas,Unknown Association,"Latin Children's Music, Singer/Songwriter, Latin Pop, Latin",Developing,Steady,1710.0,6621.0,0.258269,12.0,32400.0,828.0
3661600,Elaia,España,She/Her,Artistas solistas,Diaz’s Family Music Group,"Hip-Hop/Rap, Pop, Alternative",Developing,Growth,22815.0,6498.0,3.51108,18.0,6013.0,472.0
311055,Iris Azquinezer,España,She/Her,Artistas solistas,Rosevil,Classical,Developing,Decline,1619.0,6497.0,0.249192,13.0,125755.0,864.0
4475999,Irenita,España,She/Her,Artistas solistas,"Irenita, BoltMusic, 2023 BoltMusic","R&B/Soul, Pop, Singer/Songwriter",Developing,Growth,715.0,6447.0,0.110904,16.0,9829.0,190.0
281507,Natalie Jean,España,She/Her,Artistas solistas,Natalie Jean Music,"Jazz, Dance, Pop",Developing,Growth,488.0,6402.0,0.076226,10.0,820761.0,136.0
9467529,Laura Gibert,España,She/Her,Artistas solistas,Fanatik,Pop,Developing,Steady,1258.0,6399.0,0.196593,13.0,78980.0,477.0
3830576,Batallón de Castigo,España,She/Her,Artistas solistas,Unknown Association,"Rock, Alternative, Metal",Developing,Growth,2762.0,6393.0,0.432035,19.0,8730.0,194.0
4320071,Kristina,España,She/Her,Artistas solistas,White Diamond,"Latin Hip-Hop/Rap, Latin Pop, Christian, Latin",Developing,Steady,851.0,6369.0,0.133616,14.0,78863.0,632.0
1427603,Alba Messa,España,She/Her,Artistas solistas,Alba Messa,"Latin Pop, Alternative, Singer/Songwriter, Latin",Developing,Steady,1449.0,6279.0,0.230769,26.0,476508.0,469.0
3735875,Tembea,España,She/Her,Artistas solistas,Tembeamusic,"Pop, Rock, Singer/Songwriter",Developing,Growth,513.0,6265.0,0.081883,13.0,70840.0,19.0
6345464,Ani Queen,España,She/Her,Artistas solistas,Ani Queen,"Latin Pop, R&B/Soul, Alternative, Latin",Developing,Steady,839.0,6234.0,0.134585,14.0,163005.0,109.0
1114854,Melani,España,She/Her,Artistas solistas,Melani From The Soul,"Pop, Blues, R&B/Soul, Classical, Opera, Gospel, Singer/Songwriter",Developing,Growth,5507.0,6232.0,0.883665,13.0,35499.0,816.0
451413,Wöyza,España,She/Her,Artistas solistas,Wötown,"Latin Hip-Hop/Rap, R&B/Soul, Latin",Developing,Steady,4524.0,6219.0,0.727448,25.0,341097.0,5332.0
4187040,Aysha,España,She/Her,Artistas solistas,Aysha,"R&B/Soul, Hip-Hop/Rap, Pop",Developing,Steady,981.0,6097.0,0.160899,14.0,28954.0,162.0
4596075,Anna Blasco,España,She/Her,Artistas solistas,"Canzion, Anna Blasco","Christian, Hip-Hop/Rap, Pop",Developing,Steady,816.0,6018.0,0.135593,11.0,8263.0,158.0
1486927,Jhana Beat,España,She/Her,Artistas solistas,Unknown Association,"Reggae, Rock, Pop",Developing,Growth,1070.0,5935.0,0.180286,20.0,52605.0,947.0
738220,Physical Dreams,España,She/Her,Artistas solistas,vicente lopez Music,"Electronic, Ambient, New Age",Developing,Steady,27096.0,5934.0,4.566229,14.0,281691.0,475.0
4969363,Minerva,España,She/Her,Artistas solistas,Unknown Association,Others,Developing,Growth,498.0,5867.0,0.084882,11.0,37568.0,424.0
1549934,Lole Montoya,España,She/Her,Artistas solistas,Unknown Association,"Flamenco, Latin Pop, Latin",Developing,Growth,1281.0,5704.0,0.224579,13.0,11731.0,288.0
1475255,Jasmine,España,She/Her,Artistas solistas,Justice Entertainment,"Holiday, Latin Pop, Latin",Developing,Steady,6224.0,5697.0,1.092505,10.0,47942.0,442.0
3508361,Arlanda,España,She/Her,Artistas solistas,Autoeditado,"Pop, Alternative, Indie Rock",Developing,Growth,587.0,5562.0,0.105538,11.0,9835.0,111.0
1333925,África,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Dance, Pop",Developing,Steady,11875.0,5468.0,2.171726,10.0,173711.0,881.0
528252,Victoria,España,She/Her,Artistas solistas,Fods Records,"Hip-Hop/Rap, Pop, Rock",Developing,Growth,1650.0,5415.0,0.304709,11.0,87547.0,838.0
4006163,Vicky Giráldez,España,She/Her,Artistas solistas,ACE Music,Hip-Hop/Rap,Developing,Steady,391.0,5350.0,0.073084,17.0,23276.0,120.0
1347507,Ana Nieto,España,She/Her,Artistas solistas,PMG,"R&B/Soul, Latin Pop, Latin",Developing,Steady,1468.0,5348.0,0.274495,11.0,300600.0,598.0
5973367,Albella,España,She/Her,Artistas solistas,PMG,"Latin Pop, Latin Hip-Hop/Rap, Latin",Developing,Growth,433.0,5303.0,0.081652,18.0,877642.0,372.0
756822,Paula Dalli,España,She/Her,Artistas solistas,Unknown Association,"Pop, Children's Music",Developing,Growth,3311.0,5288.0,0.626135,10.0,46194.0,423.0
1555165,GUINEU,España,She/Her,Artistas solistas,Propaganda Pel Fet!,"Pop, Hip-Hop/Rap, Alternative",Developing,Growth,1687.0,5272.0,0.319992,16.0,126535.0,1234.0
6809843,Cherry Saint,España,She/Her,Artistas solistas,St. C Records,"Pop, Alternative, Singer/Songwriter",Developing,Steady,206.0,5203.0,0.039593,10.0,4231.0,76.0
1131691,Laura Santos,España,She/Her,Artistas solistas,"Death Is Not the End, Laura Santos","Latin Pop, Flamenco, Latin",Developing,Growth,1680.0,5113.0,0.328574,37.0,432476.0,8241.0
533715,Verónica Rojas,España,She/Her,Artistas solistas,Verónica Rojas,"Latin Pop, Latin",Developing,Steady,941.0,5017.0,0.187562,15.0,9141.0,119.0
1382837,Los Mejillones Tigre,España,She/Her,Artistas solistas,Boomerang Discos,"Latin Rock, Alternative, Psychedelic, Latin",Developing,Steady,3071.0,4882.0,0.629045,12.0,129984.0,587.0
116862,Susana Seivane,España,She/Her,Artistas solistas,Unknown Association,"Folk, Singer/Songwriter, Rock",Developing,Growth,6216.0,4851.0,1.281385,14.0,81352.0,771.0
557900,Lydia,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Alternative, Latin Rock, Latin",Developing,Growth,1101.0,4677.0,0.235407,14.0,123024.0,444.0
274768,Marilia,España,She/Her,Artistas solistas,Marilia Andrés Casares,"Latin Pop, Latin Classical, Singer/Songwriter, Latin",Developing,Steady,1735.0,4596.0,0.377502,10.0,15168.0,228.0
3920645,Alicia Vatra,España,She/Her,Artistas solistas,Alicia Vatra,"Reggae, Hip-Hop/Rap, Singer/Songwriter",Developing,Steady,426.0,4589.0,0.092831,9.0,7079.0,191.0
4073310,Bikôkô,España,She/Her,Artistas solistas,2023 Bikôkô,"Neo-Soul, R&B/Soul, Pop",Developing,Steady,4650.0,4508.0,1.0315,18.0,179228.0,2898.0
7810134,Marina Galán,España,She/Her,Artistas solistas,"GRUPO EDITORIAL TELECINCO S.A.U., Marina Galán","Pop, R&B/Soul, Electronic",Developing,Steady,425.0,4481.0,0.094845,11.0,49882.0,212.0
541602,Juan Antonio,España,She/Her,Artistas solistas,Latidos Producciones,"Latin Pop, Musicals, Vocal, Latin",Developing,Steady,8239.0,4445.0,1.853543,9.0,139656.0,568.0
1374016,Cristina Ramos,España,She/Her,Grupo,BeatClap,"Christian, Classical, Pop",Developing,Growth,7858.0,4420.0,1.777828,11.0,40499.0,439.0
3600189,Nan Macmillan,España,She/Her,Artistas solistas,Nan Macmillan,"Pop, Rock, Alternative",Developing,Growth,1418.0,4405.0,0.321907,10.0,28065.0,108.0
497846,Roko,España,She/Her,Artistas solistas,M2 Music Group,"Hip-Hop/Rap, Pop, Dance",Developing,Steady,5393.0,4203.0,1.283131,20.0,109161.0,1324.0
6357116,Marinita Precaria,España,She/Her,Artistas solistas,Elefant Records,"Pop, Alternative",Developing,Steady,1645.0,4163.0,0.395148,11.0,52547.0,877.0
833303,Liher,España,She/Her,Artistas solistas,Liher,"Rock, Hip-Hop/Rap, Alternative",Developing,Steady,5542.0,4147.0,1.336388,14.0,57146.0,1353.0
3627577,Karlisha,España,She/Her,Artistas solistas,Karlisha,"Alternative, Indie Pop, Latin Pop, Latin",Developing,Steady,493.0,4117.0,0.119747,8.0,94687.0,460.0
1303395,Alba Carmona,España,She/Her,Artistas solistas,UMG (Universal Music Spain),"Pop, Flamenco",Developing,Steady,1311.0,4085.0,0.32093,11.0,16913.0,145.0
341924,Lena Carrilero,España,She/Her,Artistas solistas,Unknown Association,"Pop, Rock, Singer/Songwriter",Developing,Growth,4885.0,4084.0,1.196131,10.0,37011.0,822.0
118794,Mad Muasel,España,She/Her,Artistas solistas,Silver Bullets,"Reggae, Hip-Hop/Rap, Dancehall",Developing,Growth,1969.0,4065.0,0.484379,12.0,51810.0,1077.0
1131885,Alidé Sans,España,She/Her,Artistas solistas,Dmusical,"Pop, Reggae, Singer/Songwriter",Developing,Growth,2525.0,4045.0,0.624227,15.0,47590.0,717.0
1026329,Raquel Riba Rossy,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Rock, Singer/Songwriter, Latin",Developing,Steady,1972.0,3867.0,0.509956,15.0,70136.0,1442.0
1137647,Suzanna,España,She/Her,Artistas solistas,Distrokid,"R&B/Soul, Reggae, Hip-Hop/Rap",Developing,Steady,1128.0,3836.0,0.294056,9.0,105353.0,978.0
421014,Yoko Suzuki,España,She/Her,Artistas solistas,From OZONE till Dawn,"Jazz, Classical, R&B/Soul",Developing,Steady,841.0,3836.0,0.219239,11.0,44223.0,327.0
1602943,Pati Pérez-Laorga,España,She/Her,Artistas solistas,Iglú Producciones,"Pop, Singer/Songwriter, Alternative Rock",Developing,Growth,566.0,3777.0,0.149854,11.0,2449.0,92.0
3771087,Grace de Gier,España,She/Her,Artistas solistas,Grace de Gier,"Rock, Dance, Pop",Developing,Decline,6306.0,3762.0,1.676236,17.0,687702.0,82.0
4001970,Carlota Flâneur,España,She/Her,Artistas solistas,Hidden Track Records,"Indie Pop, Pop, Alternative",Developing,Steady,3083.0,3759.0,0.820165,16.0,217153.0,1176.0
808452,MARINA,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Jazz, Latin",Mid-Level,Steady,17281.0,3757.0,4.599681,8.0,123650.0,210.0
1057937,Lauren Nine,España,She/Her,Artistas solistas,Blanco y Negro,"R&B/Soul, Hip-Hop/Rap, Pop",Developing,Steady,2998.0,3719.0,0.806131,10.0,60044.0,1079.0
151021,Helena Goch,España,She/Her,Artistas solistas,Intromúsica,"Latin Pop, Latin",Developing,Steady,3507.0,3703.0,0.94707,9.0,69077.0,816.0
5598638,Miriam Barthez,España,She/Her,Grupo,Cubit Recordings,Classical,Developing,Steady,425.0,3649.0,0.11647,17.0,72071.0,193.0
6017776,PROUDZ,España,She/Her,Artistas solistas,HFMN MARVIN,"Punk, Rock, Alternative",Developing,Growth,2005.0,3647.0,0.549767,16.0,28628.0,99.0
5536353,Aixa,España,She/Her,Artistas solistas,AIXA,"Jazz, Alternative, Electronic",Developing,Growth,757.0,3631.0,0.208483,9.0,713.0,33.0
8311687,Drica,España,She/Her,Artistas solistas,HIDDEN TRACK DIY,"Pop, Alternative Rock, Punk",Developing,Growth,265.0,3628.0,0.073043,8.0,597.0,29.0
1666770,Raquel Lúa,España,She/Her,Artistas solistas,El Niño de la Hipoteca Records,"Jazz, Singer/Songwriter, Latin Folk, Latin",Developing,Growth,2732.0,3571.0,0.765052,12.0,27019.0,530.0
372270,Juana Everett,España,She/Her,Artistas solistas,Unknown Association,"Alternative, Rock, Singer/Songwriter",Developing,Steady,404.0,3451.0,0.117068,7.0,8881.0,77.0
3796083,Janet Evra,España,She/Her,Artistas solistas,Plum Jazz Records,"Jazz, Latin Pop, Latin",Developing,Growth,598.0,3434.0,0.174141,9.0,4320.0,70.0
7626651,Maison Bélier,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Rock, Latin, Flamenco",Developing,Explosive Growth,472.0,3422.0,0.137931,8.0,12293.0,101.0
46791,Niña De Antequera,España,She/Her,Artistas solistas,Unknown Association,"Flamenco, Latin Pop, Latin Folk, Latin",Developing,Growth,5299.0,3361.0,1.576614,13.0,46619.0,301.0
581146,Mario Jefferson,España,She/Her,Artistas solistas,Unknown Association,"Pop, Dance, Rock",Developing,Decline,7317.0,3310.0,2.210574,8.0,191240.0,605.0
3688147,Yhael May,España,She/Her,Artistas solistas,La Buhardilla Records,"Children's Music, Pop, Singer/Songwriter",Developing,Steady,159.0,3308.0,0.048065,7.0,16606.0,7.0
693412,Susan Santos,España,She/Her,Artistas solistas,TWH Records,"Blues, Rock, Country",Developing,Growth,4286.0,3197.0,1.340632,13.0,35530.0,251.0
3552481,La Azotea,España,She/Her,Artistas solistas,Acqustic,"Pop, Rock, Comedy",Developing,Growth,1401.0,3161.0,0.443214,10.0,43305.0,641.0
95194,AWWZ,España,She/Her,Artistas solistas,Ladradora,"Hip-Hop/Rap, R&B/Soul, Pop",Developing,Steady,1823.0,3118.0,0.58467,7.0,41897.0,619.0
3912847,Remenkimi,España,She/Her,Artistas solistas,Kemet,"African Pop, African Hip-Hop/Rap, R&B/Soul, African",Developing,Steady,1030.0,3057.0,0.336932,11.0,4102.0,275.0
3526084,Clara.H.,España,She/Her,Artistas solistas,Clara.H.,"Pop, Christian, Singer/Songwriter",Developing,Growth,1670.0,3044.0,0.54862,16.0,25676.0,934.0
4551708,Lucía Espín,España,She/Her,Artistas solistas,Salobre,"Pop, Jazz",Developing,Steady,240.0,3035.0,0.079077,7.0,162.0,15.0
5982408,Marina Sánchez,España,She/Her,Artistas solistas,"Marina Sánchez, 2024 BoltMusic","Pop, Rock, Alternative",Developing,Explosive Growth,521.0,2999.0,0.173725,7.0,401905.0,48.0
622023,Sangeeta Kaur,España,She/Her,Artistas solistas,Hitskope Records,"New Age, Classical",Developing,Steady,1621.0,2994.0,0.541416,10.0,200163.0,467.0
7705008,MARTIZ,España,She/Her,Artistas solistas,ACE Music,"Alternative, Indie Pop, Indie Rock",Developing,Growth,843.0,2980.0,0.282886,13.0,68267.0,104.0
1552484,Encarna Anillo,España,She/Her,Artistas solistas,Distrokid,"Flamenco, Vocal",Developing,Steady,1831.0,2959.0,0.61879,8.0,22934.0,440.0
419174,Carmen Amaya,España,She/Her,Artistas solistas,Alpha Music bajo licencia de Pep’s Music Group S.L.,"Flamenco, Latin",Developing,Steady,5010.0,2918.0,1.716929,15.0,47514.0,517.0
778774,Thalía Garrido,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Developing,Steady,26036.0,2869.0,9.074939,9.0,112968.0,294.0
486199,Mow,España,She/Her,Artistas solistas,"WTS, Distrokid, DAO Entertainment","Hip-Hop/Rap, Pop, Alternative",Developing,Steady,4088.0,2768.0,1.476879,7.0,390039.0,925.0
482003,Davina Moss,España,She/Her,Artistas solistas,"Drumcode, Baikonur Recordings","House, Dance, Electronic",Developing,Steady,1252.0,2758.0,0.453952,7.0,331649.0,1759.0
1032208,Nebraska,España,She/Her,Artistas solistas,Nebraska,Pop,Developing,Steady,2140.0,2722.0,0.786187,9.0,82553.0,796.0
236968,Melissa Otero,España,She/Her,Artistas solistas,Unknown Association,"Pop, Electronic, Rock",Developing,Decline,467.0,2713.0,0.172134,5.0,44047.0,171.0
503000,Lidia Damunt,España,She/Her,Artistas solistas,La Castanya,"Latin Pop, Alternative, Singer/Songwriter, Latin",Developing,Steady,3570.0,2567.0,1.390728,7.0,107039.0,893.0
28609,Nadia Alvarez,España,She/Her,Artistas solistas,La Cupula Music,"Pop, Rock, Singer/Songwriter",Developing,Steady,1211.0,2559.0,0.473232,8.0,33173.0,260.0
439588,Shirley Davis,España,She/Her,Artistas solistas,Unknown Association,R&B/Soul,Developing,Steady,3453.0,2557.0,1.350411,10.0,132216.0,842.0
4097692,LHARA,España,She/Her,Artistas solistas,"Helsinkipro, LHARA","Latin Pop, Electronic, Alternative, Latin",Developing,Decline,1253.0,2542.0,0.492919,14.0,121797.0,447.0
3631506,Her Silhouette,España,She/Her,Artistas solistas,KISSNKILL,"R&B/Soul, Dance, Hip-Hop/Rap",Developing,Growth,916.0,2540.0,0.36063,12.0,12079.0,106.0
3951271,Hoonine,España,She/Her,Artistas solistas,"Son Buenos, Sonbuenos","Pop, Electronic, Alternative",Developing,Steady,866.0,2534.0,0.341752,8.0,16058.0,162.0
607774,E-LA,España,She/Her,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Latin Pop, Latin, Electronic",Developing,Steady,10288.0,2525.0,4.074455,8.0,17247.0,107.0
32533,Cristina Quesada,España,She/Her,Artistas solistas,Elefant Records,Pop,Developing,Growth,2507.0,2498.0,1.003603,7.0,431218.0,851.0
3927647,Alba Careta,España,She/Her,Artistas solistas,Microscopi,"Jazz, Children's Music",Developing,Growth,1042.0,2466.0,0.422547,10.0,81818.0,151.0
743540,Las Chillers,España,She/Her,Artistas solistas,Unknown Association,Pop,Developing,Steady,3062.0,2437.0,1.256463,6.0,78352.0,874.0
8608501,ten,España,She/Her,Artistas solistas,PrayBoys2021 ™,"Hip-Hop/Rap, Dance, Pop",Developing,Steady,872.0,2424.0,0.359736,9.0,234800.0,854.0
7838709,Maria Kilate,España,She/Her,Artistas solistas,Unknown Association,"Latin Dance, Latin Pop, R&B/Soul, Latin",Developing,Growth,562.0,2408.0,0.233389,9.0,2922.0,230.0
3601134,Sofía Comas,España,She/Her,Artistas solistas,Everlasting Records,"Pop, Rock, Alternative",Developing,Growth,1152.0,2406.0,0.478803,6.0,49908.0,220.0
4133142,Nika,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Dance, Latin",Developing,Growth,1509.0,2400.0,0.62875,7.0,3643.0,92.0
1559238,Radio Palmer,España,She/Her,Artistas solistas,Subterfuge Records,"Pop, Dance, Rock",Developing,Steady,1005.0,2347.0,0.428206,10.0,19262.0,451.0
1411550,Sari Cool,España,She/Her,Artistas solistas,BoltMusic,"Latin Pop, Latin",Developing,Decline,2010.0,2322.0,0.865633,7.0,5791.0,273.0
3482466,Fany de la Chica,España,She/Her,Artistas solistas,ChicaStories,"R&B/Soul, Electronic, Jazz, Latin",Developing,Growth,2710.0,2310.0,1.17316,6.0,43972.0,18.0
5891576,Gigi Ros,España,She/Her,Artistas solistas,"Música Global Discogràfica S.L., Musica Global Discográfica S.L. distributed by Altafonte","Pop, Electronic, Dance",Developing,Explosive Growth,564.0,2304.0,0.244792,8.0,12935.0,187.0
835951,Eva Ryjlen,España,She/Her,Artistas solistas,La Cupula Music,"Pop, Rock",Developing,Steady,2652.0,2302.0,1.152042,7.0,44519.0,657.0
7805803,Beatrix Weapons,España,She/Her,Artistas solistas,UMG (Universal Music Spain),"Dance, Electronic, Dubstep",Developing,Steady,645.0,2300.0,0.280435,7.0,7377.0,227.0
3538461,Kirsten Keggie,España,She/Her,Artistas solistas,Unknown Association,"Pop, Holiday, Alternative",Developing,Steady,185.0,2284.0,0.080998,5.0,52800.0,207.0
1145941,Carol Kenzo,España,She/Her,Artistas solistas,AOM Recordings,"Electronic, House, Latin Dance, Latin",Developing,Steady,651.0,2283.0,0.285151,9.0,25771.0,424.0
