Chartmetric ID,Artista,País,Pronombres,Solista/Grupo,Etiquetas Asociadas,Géneros,Etapa de la carrera,Momentum Reciente,Seguidores en Spotify,Oyentes mensuales en Spotify,Tasa de conversión en Spotify,Popularidad en Spotify,Alcance de playlists en Spotify,Conteo de las playlists en Spotify
4188391,Natalia Fresneda,España,She/Her,Artistas solistas,Natalia Fresneda distributed by Altafonte,"Pop, R&B/Soul, Alternative",Developing,Steady,316.0,499.0,0.633267,2.0,1893.0,17.0
3447587,Erin Memento,España,She/Her,Artistas solistas,Erin Memento,"Alternative, Pop, Rock",Developing,Steady,1049.0,496.0,2.114919,4.0,67415.0,229.0
4023757,Clara Gispert,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Pop, Electronic",Developing,Steady,1120.0,489.0,2.290389,5.0,30172.0,330.0
5443274,Chaskío,España,She/Her,Artistas solistas,Chaskío,"Latin Pop, Flamenco, Latin Folk, Latin",Developing,Steady,240.0,477.0,0.503145,3.0,1916.0,65.0
4439729,Claudia Soria,España,She/Her,Artistas solistas,Claudia Soria,"Hip-Hop/Rap, Pop, Flamenco",Developing,Steady,154.0,474.0,0.324895,2.0,9509.0,26.0
267459,Cristina del Valle,España,She/Her,Artistas solistas,Unknown Association,"Rock, Pop, Singer/Songwriter",Developing,Growth,463.0,474.0,0.976793,3.0,5050.0,83.0
852494,Trinelise Væring,España,She/Her,Artistas solistas,Word for Word Records,"Pop, Rock, Jazz",Developing,Steady,539.0,465.0,1.15914,7.0,110622.0,117.0
4309444,Mercedes Luján,España,She/Her,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Flamenco, Instrumental",Developing,Growth,1416.0,463.0,3.058315,13.0,45898.0,180.0
533710,Tania García,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Developing,Growth,540.0,459.0,1.176471,3.0,69469.0,139.0
492582,Museless,España,She/Her,Artistas solistas,Unknown Association,"Electronic, Dance, Pop",Developing,Steady,1204.0,446.0,2.699552,2.0,24351.0,148.0
224137,Anita Wardell,España,She/Her,Artistas solistas,A&Dmusic,"Jazz, Holiday, Vocal",Developing,Growth,1610.0,445.0,3.617978,2.0,11793.0,176.0
503002,Aries,España,She/Her,Artistas solistas,Unknown Association,"Pop, Electronic, Rock",Developing,Growth,987.0,443.0,2.227991,2.0,34484.0,311.0
3656753,Sayen Alana,España,She/Her,Artistas solistas,Unknown Association,"Alternative, Christian, Alternative Rock",Developing,Steady,673.0,433.0,1.554273,4.0,12865.0,149.0
3360900,Verónica Amaya,España,She/Her,Artistas solistas,Verónica Amaya,"Pop, Alternative, Christian",Developing,Growth,142.0,432.0,0.328704,2.0,33354.0,48.0
1098036,Ariel Rec,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Dance, Latin",Developing,Steady,892.0,431.0,2.069606,2.0,12188.0,158.0
4564446,The Crabtones,España,She/Her,Artistas solistas,SlideUp Records,R&B/Soul,Developing,Steady,327.0,419.0,0.78043,2.0,28812.0,25.0
1608973,Tirano,España,She/Her,Artistas solistas,Galerna Norte,"Pop, Rock, Alternative",Developing,Growth,632.0,415.0,1.522892,1.0,28164.0,175.0
1445178,Pepa Niebla,España,She/Her,Artistas solistas,Swit Records,"Rock, Jazz, Vocal",Developing,Steady,424.0,411.0,1.03163,2.0,6592.0,49.0
5354015,Esther Quiles,España,She/Her,Artistas solistas,Ventania,"Christian, Alternative, Singer/Songwriter",Developing,Growth,2485.0,394.0,6.307107,2.0,9786.0,62.0
3396758,La Ziega,España,She/Her,Artistas solistas,La Ziega,"Reggae, Hip-Hop/Rap, Alternative",Developing,Steady,275.0,390.0,0.705128,1.0,753224.0,61.0
1627189,Elena Játiva,España,She/Her,Artistas solistas,Elena Játiva,"Pop, Alternative, Singer/Songwriter",Developing,Growth,642.0,379.0,1.693931,3.0,90934.0,50.0
146699,Lady Cherry,España,She/Her,Artistas solistas,Boopalula S.L.,"Rock, Pop, Alternative",Developing,Growth,503.0,376.0,1.337766,8.0,1417.0,43.0
837790,Dani de Baza,España,She/Her,Grupo,"AIR Music Entertainment S.L., Centro de Imagen y Música del Sur S.L.U.","Classical, R&B/Soul, Pop",Developing,Steady,1414.0,374.0,3.780749,15.0,1468.0,28.0
532099,Carita Boronska,España,She/Her,Artistas solistas,Unknown Association,"Jazz, R&B/Soul, Pop",Developing,Steady,663.0,371.0,1.787062,2.0,7229.0,149.0
708972,Isabel Marco,España,She/Her,Artistas solistas,BeatClap,"Pop, Rock, Alternative",Developing,Growth,576.0,363.0,1.586777,2.0,21808.0,112.0
720965,Sara Marín,España,She/Her,Artistas solistas,Sara Marín,"Latin Pop, Latin",Developing,Steady,643.0,362.0,1.776243,2.0,20305.0,59.0
792294,Ana Corbel,España,She/Her,Artistas solistas,Dulcimer Songs S.L.,"Holiday, Latin Pop, Singer/Songwriter, Latin",Developing,Steady,520.0,357.0,1.456583,2.0,1224.0,57.0
4213269,Lizzie Astorga,España,She/Her,Artistas solistas,Lizzie Astorga,"Pop, Alternative, Singer/Songwriter",Developing,Steady,1150.0,350.0,3.285714,1.0,5383.0,33.0
1128841,Llorente,España,She/Her,Artistas solistas,Llorente,"Country, Pop, Alternative",Developing,Steady,552.0,349.0,1.581662,2.0,5468.0,81.0
817693,Sarah Aroeste,España,She/Her,Artistas solistas,Unknown Association,"Holiday, Latin Children's Music, Latin Pop, Latin",Developing,Steady,973.0,348.0,2.795977,1.0,10754.0,238.0
3450095,Pilar Andújar,España,She/Her,Artistas solistas,Pilar Andújar,"Pop, Children's Music, Rock",Developing,Steady,838.0,346.0,2.421965,6.0,11976.0,34.0
1035113,Nina Alemania,España,She/Her,Artistas solistas,AdoboRecord,"Latin Pop, Holiday, Alternative, Latin",Developing,Steady,569.0,344.0,1.65407,1.0,516.0,59.0
499057,Thalia Zedek,España,She/Her,Artistas solistas,Unknown Association,"Rock, Alternative, Singer/Songwriter",Developing,Growth,1852.0,335.0,5.528358,1.0,28627.0,201.0
5257793,Skaffolding,España,She/Her,Artistas solistas,BeatClap,"Pop, Alternative, Punk",Developing,Decline,382.0,335.0,1.140299,2.0,69684.0,54.0
3630867,Marie Bernete,España,She/Her,Grupo,Marie Bernete,"Pop, Alternative, Singer/Songwriter",Developing,Steady,639.0,334.0,1.913174,1.0,2399.0,110.0
3551907,Ainhoa Larrañaga,España,She/Her,Artistas solistas,Bizipoza,"R&B/Soul, Pop, Hip-Hop/Rap",Developing,Steady,533.0,332.0,1.605422,5.0,5850.0,259.0
1143449,Aitana López,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Hip-Hop/Rap, Pop",Developing,Growth,569.0,332.0,1.713855,1.0,7411.0,36.0
503895,Niña De Los Peines,España,She/Her,Artistas solistas,Unknown Association,"Flamenco, Latin",Developing,Steady,723.0,329.0,2.197568,1.0,6917.0,99.0
244056,ILIANA,España,She/Her,Artistas solistas,CHKT Records,"Latin Pop, R&B/Soul, Latin Hip-Hop/Rap, Latin",Developing,Growth,347.0,320.0,1.084375,1.0,2153.0,82.0
171538,Santi Campos,España,She/Her,Artistas solistas,WMG,"Pop, Rock, Alternative",Developing,Decline,726.0,316.0,2.297468,1.0,6624.0,122.0
1559240,María Guadaña,España,She/Her,Artistas solistas,Unknown Association,"Rock, Pop",Developing,Growth,887.0,315.0,2.815873,1.0,18988.0,170.0
915037,Reign,España,She/Her,Artistas solistas,Unknown Association,"Dance, Hip-Hop/Rap, Pop",Developing,Decline,2782.0,315.0,8.831746,1.0,34343.0,240.0
4481508,Serena May,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Hip-Hop/Rap, Pop",Developing,Growth,505.0,314.0,1.60828,1.0,1516.0,12.0
1675095,Blau Cubarsi,España,She/Her,Artistas solistas,Galunk Producións,"Hip-Hop/Rap, Classical, Electronic",Developing,Growth,237.0,305.0,0.777049,1.0,2817.0,104.0
7866415,Paula Baraz,España,She/Her,Artistas solistas,La Cupula Music,"Alternative, Indie Pop, Alternative Rock",Developing,Decline,563.0,296.0,1.902027,1.0,19475.0,173.0
3919221,La Iguana Metal Subversivo,España,She/Her,Artistas solistas,Unknown Association,"Rock, Metal, Hard Rock",Developing,Growth,346.0,296.0,1.168919,1.0,3279.0,44.0
1641121,Lil Dollar,España,She/Her,Artistas solistas,Trapsny,"Latin Hip-Hop/Rap, Latin",Developing,Steady,2134.0,295.0,7.233898,4.0,40.0,1.0
3979511,ROLITA,España,She/Her,Artistas solistas,Fundación Mapfre,"Hip-Hop/Rap, Pop, R&B/Soul",Developing,Growth,817.0,293.0,2.788396,4.0,6001.0,178.0
4010447,Jandry Palms,España,She/Her,Artistas solistas,Jandry Palms,"Pop, Electronic",Developing,Steady,478.0,282.0,1.695035,5.0,86480.0,62.0
1597743,Onintze,España,She/Her,Artistas solistas,Atresmúsica,"Latin Pop, Singer/Songwriter, Latin",Developing,Growth,360.0,281.0,1.281139,1.0,43224.0,74.0
3495985,Ariel McCleary,España,She/Her,Artistas solistas,Unknown Association,"Pop, Rock, Singer/Songwriter",Developing,Decline,1790.0,277.0,6.462094,1.0,496.0,41.0
3484019,Arena Jaära,España,She/Her,Artistas solistas,AJ Records,"R&B/Soul, Dance, Electronic",Developing,Growth,660.0,276.0,2.391304,10.0,91369.0,162.0
4168923,Vizcaíno Reyes,España,She/Her,Artistas solistas,Vizcaíno Reyes,"Latin Pop, Flamenco, Latin",Developing,Growth,55.0,273.0,0.201465,0.0,7.0,3.0
1532517,Maria Casals,España,She/Her,Artistas solistas,"Distrokid, mariacasals","R&B/Soul, Pop, Singer/Songwriter",Developing,Steady,606.0,269.0,2.252788,1.0,6252.0,53.0
488157,Zuberoa Aznarez,España,She/Her,Artistas solistas,Zuberoa Aznárez,"New Age, Rock, Alternative",Developing,Growth,1149.0,264.0,4.352273,5.0,184247.0,370.0
1738457,Mapi Quintana,España,She/Her,Artistas solistas,Páxaru Verde,"Jazz, Reggae, Singer/Songwriter",Developing,Steady,452.0,261.0,1.731801,2.0,3894.0,88.0
1617298,Dácil Santana,España,She/Her,Artistas solistas,Dácil Santana,"Latin Pop, Electronic, Singer/Songwriter, Latin",Developing,Steady,468.0,260.0,1.8,2.0,8732.0,45.0
3630877,Txenia,España,She/Her,Artistas solistas,Crea Music,"Pop, Electronic",Developing,Steady,333.0,258.0,1.290698,3.0,3360.0,26.0
225076,Nubetia,España,She/Her,Artistas solistas,Vip Bitch Music,"Electronic, Dance, Pop",Developing,Steady,731.0,254.0,2.877953,0.0,13212.0,78.0
4368133,Pirámide,España,She/Her,Artistas solistas,Lunar Discos,"Electronic, Dance, Singer/Songwriter",Developing,Steady,621.0,249.0,2.493976,1.0,3607.0,95.0
8342181,Mónica Morado,España,She/Her,Artistas solistas,"Mónica Morado, Independiente","Pop, R&B/Soul, Alternative",Developing,Steady,442.0,243.0,1.81893,1.0,2114.0,66.0
1083945,Caro Lopez,España,She/Her,Artistas solistas,Carolina Lopez Entertainment Inc.,"Latin Hip-Hop/Rap, Latin Pop, R&B/Soul, Latin",Developing,Steady,128.0,238.0,0.537815,0.0,176.0,7.0
3448150,Kuki M,España,She/Her,Artistas solistas,"UMG, Sound Blaster Records","Pop, Hip-Hop/Rap",Developing,Growth,424.0,236.0,1.79661,1.0,4010.0,47.0
792292,Las Ardillas de Dakota,España,She/Her,Artistas solistas,"Las Ardillas de Dakota, SantaRosa Records","Pop, Country, Rock",Developing,Decline,1553.0,234.0,6.636752,1.0,6525.0,48.0
1133327,Fifteen Years Old,España,She/Her,Artistas solistas,Unknown Association,"Singer/Songwriter, Alternative, Indie Pop",Developing,Steady,475.0,233.0,2.038627,1.0,2675.0,59.0
4859190,Sara Dowling,España,She/Her,Artistas solistas,Blau Records,Jazz,Developing,Steady,532.0,233.0,2.283262,2.0,466.0,22.0
792086,Sara Terraza,España,She/Her,Artistas solistas,Satélite K,"Jazz, R&B/Soul, Pop",Developing,Steady,598.0,232.0,2.577586,3.0,2586.0,84.0
340501,Esther Zecco,España,She/Her,Artistas solistas,La Cupula Music,"Pop, Rock, Alternative",Developing,Steady,627.0,229.0,2.737991,1.0,10543.0,58.0
3476270,Tenishia Toussaint,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Pop, Singer/Songwriter",Developing,Decline,43.0,225.0,0.191111,17.0,1755.0,13.0
1589144,BABYKATZE,España,She/Her,Artistas solistas,Unknown Association,"Dance, Pop, Electronic",Developing,Steady,157.0,220.0,0.713636,1.0,6015.0,65.0
6372883,María Barajas,España,She/Her,Artistas solistas,María Barajas,"Vocal, Latin Pop, Latin",Developing,Growth,629.0,216.0,2.912037,2.0,1699.0,17.0
158507,Najla Shami,España,She/Her,Artistas solistas,Unknown Association,"Latin Rock, Latin Folk, Latin",Developing,Growth,607.0,216.0,2.810185,1.0,14242.0,111.0
5464924,Patricia Atzur,España,She/Her,Artistas solistas,"Au! Records, Patricia Atzur","Electronic, Singer/Songwriter",Developing,Steady,328.0,215.0,1.525581,1.0,17926.0,42.0
31278,Ms.Bodega,España,She/Her,Artistas solistas,Unknown Association,"Reggae, Dance, Pop",Developing,Steady,71.0,205.0,0.346341,0.0,70941.0,59.0
3425534,Laureeta,España,She/Her,Artistas solistas,Distrokid,"Latin Hip-Hop/Rap, R&B/Soul, Latin Pop, Latin",Developing,Decline,1305.0,202.0,6.460396,1.0,3942.0,76.0
223811,Joeey,España,She/Her,Artistas solistas,Joeey,"Latin Dance, Latin Pop, House, Latin",Developing,Steady,174.0,200.0,0.87,17.0,27105.0,121.0
1341211,Beselch Rodríguez,España,She/Her,Artistas solistas,Unknown Association,"Pop, Singer/Songwriter",Developing,Growth,96.0,199.0,0.482412,2.0,4703.0,35.0
1740267,Verónica Ferreiro,España,She/Her,Artistas solistas,Verónica Ferreiro & Javier Sánchez,"Jazz, Pop, Singer/Songwriter",Developing,Decline,663.0,198.0,3.348485,1.0,685.0,42.0
831857,Goldilocks,España,She/Her,Artistas solistas,"YESIAMGOLDILOCKS, Distrokid","Latin Hip-Hop/Rap, Latin Dance, Latin Pop, Latin",Developing,Steady,372.0,198.0,1.878788,0.0,7625.0,84.0
3990632,Ikram Bouloum,España,She/Her,Artistas solistas,Unknown Association,"Electronic, Alternative",Developing,Steady,747.0,198.0,3.772727,1.0,68878.0,199.0
961404,Christina Rapado,España,She/Her,Grupo,Zenobitas Music,"Latin Dance, Latin Pop, Electronic, Latin",Developing,Steady,814.0,194.0,4.195876,1.0,3689.0,28.0
4466827,Audrey Appleby,España,She/Her,Artistas solistas,Unknown Association,"Jazz, Pop, Singer/Songwriter",Developing,Steady,56.0,191.0,0.293194,0.0,2518.0,26.0
3964585,CLOUDE,España,She/Her,Artistas solistas,BROTE,Pop,Developing,Steady,514.0,185.0,2.778378,1.0,7068.0,58.0
3676247,Maria La Blanco,España,She/Her,Artistas solistas,La Cupula Music,"Alternative, Indie Pop, Funk",Developing,Growth,671.0,181.0,3.707182,1.0,9025.0,97.0
560344,Milena Brody,España,She/Her,Artistas solistas,Brody Music,"R&B/Soul, Pop, Dance",Developing,Steady,483.0,181.0,2.668508,1.0,30310.0,137.0
250219,Marta Sánchez,España,She/Her,Artistas solistas,Intakt Records,Jazz,Developing,Growth,1139.0,179.0,6.363128,2.0,14061.0,101.0
1216855,Paula Simón,España,She/Her,Artistas solistas,La Cupula Music,"Indie Pop, R&B/Soul, Pop",Developing,Steady,522.0,179.0,2.916201,0.0,34203.0,18.0
1581028,Nia Skyfer,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Hip-Hop/Rap, House, Latin",Developing,Decline,294.0,174.0,1.689655,0.0,3950.0,43.0
705249,Carissa Vales,España,She/Her,Artistas solistas,Un Par Un Communications,"Latin Pop, Latin Dance, Latin",Developing,Steady,167.0,174.0,0.95977,1.0,11931.0,74.0
4372566,SilverPoppy,España,She/Her,Artistas solistas,La Cupula Music,"Hip-Hop/Rap, R&B/Soul, Pop",Developing,Steady,466.0,173.0,2.693642,1.0,10754.0,67.0
3933299,Victoria Caro,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Alternative, Funk, Latin",Developing,Decline,1639.0,172.0,9.52907,0.0,389.0,55.0
4022951,Lúa Sua,España,She/Her,Artistas solistas,Unknown Association,Others,Developing,Growth,591.0,169.0,3.497041,2.0,634.0,41.0
309614,Verkeren,España,She/Her,Artistas solistas,Unknown Association,"Pop, Electronic, Alternative",Developing,Steady,684.0,165.0,4.145455,0.0,22045.0,116.0
343745,Lois,España,She/Her,Grupo,Unknown Association,"Electronic, Rock, Alternative",Developing,Decline,791.0,162.0,4.882716,0.0,13598.0,130.0
4752070,Aida Saco Beiroa,España,She/Her,Artistas solistas,Unknown Association,Classical,Developing,Steady,308.0,159.0,1.937107,3.0,10155.0,16.0
3976482,Xabier Crehuet,España,She/Her,Artistas solistas,Unknown Association,"Country, Pop, Singer/Songwriter",Developing,Steady,142.0,157.0,0.904459,1.0,912.0,14.0
1204070,Fayme,España,She/Her,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Latin",Developing,Steady,397.0,156.0,2.544872,0.0,1917.0,34.0
3490714,Paloma Peñarrubia,España,She/Her,Artistas solistas,Paloma Peñarrubia,"Soundtracks, Electronic",Developing,Decline,266.0,156.0,1.705128,1.0,4622.0,19.0
7191110,Cecilya,España,She/Her,Artistas solistas,Meseta Records,"R&B/Soul, Pop, Rock",Developing,Steady,244.0,155.0,1.574194,1.0,69876.0,43.0
900563,Viktorija Pilatovic,España,She/Her,Artistas solistas,"ΠΚmusic, Inner Circle Music","Jazz, Vocal",Developing,Steady,610.0,155.0,3.935484,1.0,8119.0,48.0
3772433,Blanca Jurado,España,She/Her,Artistas solistas,Independiente,"Pop, Rock",Developing,Steady,574.0,153.0,3.751634,2.0,22822.0,37.0
3781879,Taina Lopez,España,She/Her,Artistas solistas,SixCentz Records,"Dance, Hip-Hop/Rap, Pop",Developing,Growth,140.0,147.0,0.952381,2.0,560.0,17.0
745065,Xavier Calvet,España,She/Her,Artistas solistas,Unknown Association,"Pop, Rock",Developing,Steady,684.0,147.0,4.653061,1.0,10635.0,88.0
1676858,Cia Campillo,España,She/Her,Artistas solistas,Dryfield Sounds,"Pop, Alternative, Singer/Songwriter",Developing,Growth,1034.0,145.0,7.131034,0.0,22092.0,59.0
5429044,Bandada,España,She/Her,Artistas solistas,BeatClap,"Dance, Electronic, Rock",Developing,Growth,174.0,143.0,1.216783,0.0,13137.0,24.0
3629942,A1 GOLDIE,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Hip-Hop/Rap, Dance",Developing,Steady,300.0,142.0,2.112676,0.0,1274.0,59.0
8195228,Hermanos Silvestre,España,She/Her,Artistas solistas,Unknown Association,"Singer/Songwriter, Alternative Rock",Developing,Growth,228.0,139.0,1.640288,1.0,544.0,35.0
1009239,Tomaccos,España,She/Her,Artistas solistas,"Entrebotones, S.L.","Blues, Country, Jazz",Developing,Steady,672.0,137.0,4.905109,1.0,2952.0,47.0
1114851,Javi Badillo,España,She/Her,Artistas solistas,Unknown Association,"Pop, Rock, Singer/Songwriter",Developing,Steady,552.0,137.0,4.029197,0.0,3832.0,47.0
1558699,Freewild,España,She/Her,Artistas solistas,"deLEI Music, Distrokid","R&B/Soul, Hip-Hop/Rap, Alternative Rap",Developing,Steady,278.0,136.0,2.044118,2.0,8831.0,225.0
4220467,Josito Salvz,España,She/Her,Artistas solistas,"Distrokid, KONEKTA Music Entertainment","Pop, Dance, Hip-Hop/Rap",Developing,Decline,141.0,135.0,1.044444,0.0,340.0,16.0
4825238,Marta Umpiérrez,España,She/Her,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Singer/Songwriter, Latin Pop, Latin",Developing,Steady,200.0,134.0,1.492537,0.0,3045.0,48.0
4241491,Sara Gálvez,España,She/Her,Artistas solistas,Unknown Association,Latin,Developing,Growth,152.0,132.0,1.151515,0.0,216.0,19.0
3971380,Silvanna,España,She/Her,Artistas solistas,"CLUSTERTONE LLC, Immigration Records","Hip-Hop/Rap, Pop, Electronic",Developing,Steady,616.0,131.0,4.70229,0.0,1719.0,32.0
1466828,Icy Amane,España,She/Her,Artistas solistas,Icy Amane Records,"Hip-Hop/Rap, Pop, Electronic",Developing,Steady,418.0,129.0,3.24031,1.0,12667.0,63.0
1474345,Rocío Guzmán,España,She/Her,Artistas solistas,Rocío Guzmán,"Electronic, Alternative, Singer/Songwriter",Developing,Growth,322.0,128.0,2.515625,5.0,3234.0,57.0
5221337,Nina Pat,España,She/Her,Artistas solistas,Nina Pat Records,"Pop, Dance, Hip-Hop/Rap",Developing,Growth,109.0,127.0,0.858268,0.0,8916.0,34.0
496535,Emma Elizabeth,España,She/Her,Artistas solistas,Distrokid,"Pop, Dance, Alternative",Developing,Steady,797.0,123.0,6.479675,2.0,188317.0,220.0
4369985,Sananda Dico,España,She/Her,Artistas solistas,Kin Musiclab,"Latin Pop, Latin Rock, R&B/Soul, Latin",Developing,Steady,333.0,122.0,2.729508,1.0,494.0,14.0
7550430,Hidden Vris,España,She/Her,Artistas solistas,BeatClap,"Dance, Pop, Rock",Developing,Steady,355.0,122.0,2.909836,2.0,2314.0,13.0
3477451,Selene Casas,España,She/Her,Artistas solistas,Selene Casas,"Latin Pop, Alternative, Indie Rock, Latin",Developing,Steady,243.0,122.0,1.991803,0.0,5380.0,23.0
1191962,Diana Feria,España,She/Her,Artistas solistas,"Diana Feria, Distrokid","Latin Hip-Hop/Rap, Jazz, R&B/Soul, Latin",Developing,Growth,517.0,119.0,4.344538,16.0,3083.0,63.0
5405792,Maya D,España,She/Her,Artistas solistas,SO Records,"R&B/Soul, Pop, Electronic",Developing,Steady,147.0,117.0,1.25641,0.0,53.0,8.0
729933,Zaifer,España,She/Her,Artistas solistas,Unknown Association,"Pop, Vocal",Developing,Growth,975.0,115.0,8.478261,0.0,30881.0,20.0
557599,Gremio DC,España,She/Her,Artistas solistas,Unknown Association,"Latin Rock, Alternative, Indie Rock, Latin",Developing,Growth,470.0,115.0,4.086957,1.0,5130.0,43.0
4222117,Marie Pratt,España,She/Her,Artistas solistas,Crea Music,"R&B/Soul, Pop, Hip-Hop/Rap",Developing,Steady,239.0,113.0,2.115044,1.0,2580.0,17.0
1371916,Zoe Valderrama,España,She/Her,Artistas solistas,Unknown Association,"Jazz, Big Band",Developing,Steady,150.0,112.0,1.339286,0.0,42459.0,379.0
3981067,Leire Moreno,España,She/Her,Artistas solistas,Leire Moreno,"Pop, Country",Developing,Steady,264.0,112.0,2.357143,1.0,1141.0,22.0
1144669,Lana Love,España,She/Her,Artistas solistas,Lana Love LLC,"Dance, Pop, Electronic",Developing,Growth,2890.0,111.0,26.036036,0.0,144407.0,44.0
8857659,Nuria Pauluchi,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Hip-Hop/Rap, Singer/Songwriter",Developing,Growth,38.0,109.0,0.348624,0.0,12698.0,17.0
5641745,Clara Olóndriz,España,She/Her,Artistas solistas,2023 Vankiki Records,"Pop, Alternative, Singer/Songwriter",Developing,Steady,332.0,108.0,3.074074,0.0,8204.0,15.0
631817,Lantalba,España,She/Her,Artistas solistas,Unknown Association,"Pop, Electronic, Rock",Developing,Growth,269.0,107.0,2.514019,0.0,3813.0,34.0
6356665,Rebeca Soul,España,She/Her,Artistas solistas,Rebeca Soul,"Latin Pop, Latin Rock, Latin Hip-Hop/Rap, Latin",Developing,Growth,286.0,105.0,2.72381,0.0,20434.0,29.0
3563955,Elle León,España,She/Her,Artistas solistas,Bankrobber,"Pop, Rock, Alternative",Developing,Steady,807.0,104.0,7.759615,0.0,12221.0,44.0
3628816,Paula Happys,España,She/Her,Artistas solistas,Unknown Association,"Pop, Indie Pop",Developing,Steady,215.0,103.0,2.087379,0.0,643.0,43.0
3618088,Irene Santos,España,She/Her,Artistas solistas,Acqustic,"Pop, Alternative, Indie Pop",Developing,Decline,432.0,102.0,4.235294,0.0,1930.0,30.0
1465110,Hakuna Tanaka,España,She/Her,Artistas solistas,Unknown Association,Hip-Hop/Rap,Developing,Steady,365.0,101.0,3.613861,1.0,4758.0,53.0
5456950,MDMAR,España,She/Her,Artistas solistas,Produccions BLAU S.L,"Pop, Rock, Alternative",Developing,Steady,330.0,101.0,3.267327,0.0,6259.0,57.0
6728717,sararubicubi,España,She/Her,Artistas solistas,sararubicubi,"Pop, Electronic, Singer/Songwriter",Developing,Steady,48.0,101.0,0.475248,1.0,15.0,5.0
474296,Linda Santana,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Electronic, Latin",Developing,Steady,328.0,101.0,3.247525,0.0,951.0,29.0
1596493,Jane Fox,España,She/Her,Artistas solistas,Unknown Association,"Latin Dance, Techno, House, Latin",Developing,Steady,435.0,100.0,4.35,0.0,903.0,42.0
3671857,Walkiria Espino,España,She/Her,Artistas solistas,Palm Grove Street Music,"R&B/Soul, Hip-Hop/Rap, Pop",Developing,Decline,2480.0,99.0,25.050505,0.0,28.0,9.0
4309798,YVAINE,España,She/Her,Artistas solistas,"Uveefeuve Electronic, Spitfire Music","Electronic, House, Dance",Developing,Steady,227.0,99.0,2.292929,0.0,102605.0,35.0
3863872,Laura Llera,España,She/Her,Artistas solistas,Triple L Music,"Latin Hip-Hop/Rap, Latin Pop, Alternative Rap, Latin",Developing,Steady,239.0,98.0,2.438776,0.0,968.0,77.0
31005,Sergio Cuho,España,She/Her,Artistas solistas,Unknown Association,"Dance, Electronic, House",Developing,Steady,527.0,98.0,5.377551,0.0,1831.0,39.0
566890,Carmela Pequeña,España,She/Her,Artistas solistas,Unknown Association,Pop,Developing,Growth,588.0,98.0,6.0,0.0,1420.0,16.0
1627966,Ecos del Cierzo,España,She/Her,Artistas solistas,Unknown Association,"Rock, Hard Rock",Developing,Steady,312.0,98.0,3.183673,1.0,806.0,17.0
588772,Yoghourt Daze,España,She/Her,Grupo,Unknown Association,"Pop, Rock, Alternative",Developing,Growth,276.0,96.0,2.875,0.0,10440.0,43.0
495298,Gema Cuellar,España,She/Her,Artistas solistas,La Cupula Music,"Pop, Alternative, Singer/Songwriter",Developing,Decline,407.0,95.0,4.284211,0.0,1214.0,24.0
1083396,Iko Cuyagua,España,She/Her,Artistas solistas,SPR MSH,"Electronic, Latin Pop, Latin",Developing,Steady,221.0,93.0,2.376344,1.0,1025.0,11.0
6195806,KOOFF,España,She/Her,Artistas solistas,Unknown Association,Hip-Hop/Rap,Developing,Steady,66.0,91.0,0.725275,0.0,5882.0,66.0
4493623,Oli Villalva,España,She/Her,Artistas solistas,Unknown Association,"Pop, Alternative, Singer/Songwriter",Developing,Steady,336.0,91.0,3.692308,0.0,4629.0,44.0
10280663,Marina Zaballa,España,She/Her,Artistas solistas,Distrokid,"Latin Pop, Latin Rock, Singer/Songwriter, Latin",Developing,Growth,188.0,90.0,2.088889,0.0,1652.0,15.0
4077053,Marina Sabadell,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Dance",Developing,Growth,241.0,89.0,2.707865,13.0,137739.0,818.0
3837075,Andrea Wolper,España,She/Her,Artistas solistas,Moonflower Music,"Jazz, Vocal",Developing,Growth,88.0,88.0,1.0,0.0,111.0,8.0
8026034,LUA,España,She/Her,Artistas solistas,2023 LUA,"R&B/Soul, Hip-Hop/Rap, Alternative",Developing,Growth,260.0,85.0,3.058824,7.0,4587.0,22.0
387887,Anna Morley,España,She/Her,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Electronic, Alternative",Developing,Growth,245.0,85.0,2.882353,0.0,8524.0,39.0
8073734,Sangi Jimenez,España,She/Her,Artistas solistas,C4B Music,"R&B/Soul, Latin",Developing,Steady,1747.0,84.0,20.797619,0.0,16356.0,38.0
